qwalk-noancilla_nativegates_ibm_qiskit_opt0_7.qasm,7,3675,14,4768,2022,0,2022,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_3.qasm,3,86,6,144,42,0,42,1
qwalk-noancilla_nativegates_ibm_qiskit_opt0_10.qasm,10,30375,20,37027,18078,0,18078,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_11.qasm,11,61035,22,73892,36486,0,36486,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_4.qasm,4,232,8,361,126,0,126,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_5.qasm,5,915,10,1310,342,0,342,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_6.qasm,6,1815,12,2463,894,0,894,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_8.qasm,8,7455,16,9377,4302,0,4302,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_9.qasm,9,15075,18,18594,8886,0,8886,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_10.qasm,10,30375,20,37027,18078,0,18078,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_11.qasm,11,61035,22,73892,36486,0,36486,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_4.qasm,4,232,8,361,126,0,126,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_5.qasm,5,915,10,1310,342,0,342,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_6.qasm,6,1815,12,2463,894,0,894,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_8.qasm,8,7455,16,9377,4302,0,4302,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_9.qasm,9,15075,18,18594,8886,0,8886,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_10.qasm,10,30375,20,37027,18078,0,18078,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_11.qasm,11,61035,22,73892,36486,0,36486,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_3.qasm,3,86,6,144,42,0,42,1
qwalk-noancilla_nativegates_ibm_qiskit_opt0_4.qasm,4,232,8,361,126,0,126,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_5.qasm,5,915,10,1310,342,0,342,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_6.qasm,6,1815,12,2463,894,0,894,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_7.qasm,7,3675,14,4768,2022,0,2022,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_8.qasm,8,7455,16,9377,4302,0,4302,0
qwalk-noancilla_nativegates_ibm_qiskit_opt0_9.qasm,9,15075,18,18594,8886,0,8886,0
